Tiempo de procesamiento: 1640.99 segundos
id,liquidacion_nro,transportista,fecha,nro_guia,placa,vehiculo_id,insumo,material_id,peso_seco,peso_humedo,monto_total,ruta,origen,destino,fuente,fecha_carga
1785447333474-0010017201,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017201,CBR796,VE-10,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.56,36.45,277.02,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017219,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017219,D8E728,VE-15,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.15,36.03,273.83,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017223,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017223,BZR752,VE-29,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.28,38.21,290.4,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017224,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017224,D8D861,VE-14,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.58,36.47,277.17,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017226,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017226,AJA905,VE-20,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.4,36.29,275.8,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017234,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017234,BFI758,VE-28,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38.76,39.73,301.95,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017235,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017235,D8E728,VE-15,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,34.59,35.45,269.42,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017249,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017249,CBR854,VE-08,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.3,37.21,282.8,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017250,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017250,D8E728,VE-15,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,34.07,34.92,265.39,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017251,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017251,AKE789,VE-22,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.2,37.11,282.04,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017252,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017252,BYP824,VE-05,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38.98,39.95,303.62,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017256,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017256,BYP838,VE-06,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,43.88,44.98,341.85,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017262,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017262,C9T788,VE-11,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,34.65,35.52,269.95,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017266,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017266,AJC805,VE-21,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.93,37.85,287.66,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017270,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017270,CBR854,VE-08,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.15,38.08,289.41,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017272,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017272,BYP824,VE-05,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.07,38,288.8,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017274,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017274,AJA905,VE-20,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.15,35.99,273.52,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017275,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017275,BYP838,VE-06,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,41.27,42.3,321.48,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017281,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017281,D8E728,VE-15,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,33.76,34.6,262.96,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017282,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017282,BFI758,VE-28,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,39.22,40.2,305.52,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017283,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017283,D8B795,VE-13,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.13,36.01,273.68,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017287,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017287,AJA905,VE-20,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.95,36.81,279.76,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017290,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017290,BYP824,VE-05,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.42,38.36,291.54,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017291,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017291,ATN880,VE-03,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,43.24,44.32,336.83,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017294,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017294,ATN880,VE-03,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,46.99,48.16,366.02,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017297,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017297,CBR872,VE-09,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.2,37.1,281.96,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017299,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017299,BYP824,VE-05,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38.11,39.06,296.86,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017302,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017302,CBR796,VE-10,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,34.87,35.74,271.62,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017313,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017313,CBR854,VE-08,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.42,38.36,291.54,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017316,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017316,F3F817,VE-01,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,43.13,44.21,336,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017317,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017317,BYP838,VE-06,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,46.27,47.43,360.47,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017319,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017319,ATN880,VE-03,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,43.13,44.21,336,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017320,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017320,AJA905,VE-20,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.14,37.04,281.5,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017321,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017321,AFX735,VE-16,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.4,36.28,275.73,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017322,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017322,AWW845,VE-25,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.5,36.39,276.56,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017323,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017323,AWW871,VE-23,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,39.8,40.8,310.08,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017324,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017324,D8B795,VE-13,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.52,37.43,284.47,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017325,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017325,AWH708,VE-24,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.96,37.88,287.89,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017327,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017327,BZR752,VE-29,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38.29,39.25,298.3,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010017328,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017328,D8E728,VE-15,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,34.19,35.04,266.3,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018196,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018196,BFI758,VE-28,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.92,38.87,295.41,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018198,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018198,ATN880,VE-03,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,44.79,45.91,348.92,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018208,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018208,AWH708,VE-24,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38.59,39.55,300.58,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018211,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018211,D8D861,VE-14,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.46,37.37,284.01,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018217,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018217,ABN852,VE-18,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38.75,39.72,301.87,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018220,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018220,AJC805,VE-21,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.5,38.44,292.14,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018221,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018221,BFI758,VE-28,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38.97,39.94,303.54,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018223,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018223,ATN880,VE-03,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,44.51,45.62,346.71,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018226,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018226,D8E728,VE-15,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.24,37.15,282.34,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018227,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018227,ABN852,VE-18,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,39.26,40.24,305.82,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018230,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018230,D8D861,VE-14,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.24,37.15,282.34,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018233,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018233,BAE736,VE-26,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38,38.95,296.02,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018234,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018234,D8B795,VE-13,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.02,35.9,272.84,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018236,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018236,AKE789,VE-22,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.58,37.49,284.92,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018238,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018238,BFI758,VE-28,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,39.89,40.89,310.76,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018270,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018270,AHJ786,VE-19,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38.91,39.88,303.09,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018274,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018274,AWW871,VE-23,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.92,38.87,295.41,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018275,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018275,AWH708,VE-24,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,43.12,44.2,335.92,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-0010018276,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018276,ATN880,VE-03,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,44.31,45.42,345.19,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018278,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018278,F3F817,VE-01,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,40.44,41.45,315.02,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018290,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018290,AHJ786,VE-19,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.93,38.88,295.49,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018292,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018292,BZR752,VE-29,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.28,38.21,290.4,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017267,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017267,D8B795,VE-13,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.9,38.74,251.81,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017268,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017268,AWH708,VE-24,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.56,40.58,263.77,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017269,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017269,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.96,39.92,259.48,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
